year,month,site,quadrat,subsample,shootdensity,leafnumber,leaflength,leafwidth,epiphyteload,totalleafarea,epiphyteload/totalleafarea,egg-LASP,egg-PHTA,egg-UNWH,egg-HECR,egg-UN1,egg-UN2,egg-UNGR,egg-UNYR,hydroidUN,PHTA,LISP,ALCA,LAspp,HECR,mollusc1,IDRE,TAspp,isopodUN1,CACA,caprellidUN1,AMLA,gammaridUN1,gammaridUN2,HEspp,HEOR,copepodUN,crabUN,crustaceanUN2,PLBI,polychaetePH,polychaeteUN1,spaghettiUN,polychaeteUN2,nemerteanTE,nemerteanUNGR,nemerteanUN1,nemerteanUN2,flatwormUN1,flatwormUN2,EPPR,CLCA,tunicateUN,musselUN,jingleshellUN,limpetUN,barnacleUN,clamUN,bryozoanUN,mysidUN,scalewormUN,cowrieUN,cumaceaUN,ostracodUN,shrimpUN,nematodeUN
2014,jan,Doran,2,3,109,6,34.2,0.6,0.1021,145.41,0.000702153,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,2,,,,0,0,,10,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,3,1,128,7,47,0.71,0.1826,124.034,0.001472177,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,1,1,,,,2,0,,3,0,0,0,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,3,2,128,10,36.6,0.8,0.4948,197.43,0.002506205,0,0,0,0,0,,,,,1,0,0,0,0,,0,0,,0,0,3,1,,,,0,0,,0,2,0,0,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,3,3,128,6,42.9,0.63,0,75.692,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,1,0,0,2,,,,0,0,,7,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
2014,jan,Doran,4,1,61,4,12.3,0.6,0,22.408,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,4,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,4,2,61,6,26.2,0.5,0,46.024,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,4,,,,0,0,,5,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,4,3,61,6,7.5,0.25,0,7.116,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,2,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,5,1,143,5,9.8,0.6,0,23.1,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,1,,,,0,0,,5,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,5,2,143,5,23,0.57,0,62.236,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,3,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,5,3,143,4,12.8,0.37,0,19.69,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,4,,,,0,0,,7,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,,,
2014,jan,Westside,1,1,143,4,19,0.49,0.0091,25.432,0.000357817,0,0,0,0,0,,,,,0,0,0,1,0,,1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,1,2,143,6,20.5,0.58,0.0054,59.528,9.07136E-05,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,1,3,143,5,16.1,0.45,0.0059,29.6,0.000199324,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,2,1,163,5,20,0.42,0.0581,32.268,0.001800545,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,2,2,163,8,29.1,0.56,0.0234,58.534,0.000399768,0,0,0,0,0,,,,,0,0,0,0,0,,1,0,,0,0,0,2,,,,1,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,2,3,163,4,20.4,0.44,0.0065,33.016,0.000196874,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,1,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,3,1,119,7,45.9,0.68,0.1238,158.762,0.000779784,0,0,6,0,0,,,,,2,0,0,1,0,,0,0,,0,0,0,2,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,3,2,119,4,40.6,0.62,0.0553,69.074,0.000800591,0,0,0,0,0,,,,,0,0,0,1,0,,1,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,3,3,119,3,46.1,0.52,0.0509,69.614,0.000731175,0,0,9,0,0,,,,,0,0,1,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,4,1,125,4,18.4,0.38,0.0093,16.136,0.000576351,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,2,,,,2,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,4,2,125,5,48,0.69,0.1288,157.068,0.000820027,0,0,0,0,0,,,,,1,0,0,1,0,,0,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,4,3,125,6,26.2,0.41,0.0316,40.414,0.000781907,0,0,0,0,0,,,,,0,0,0,0,0,,2,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
2014,jan,Westside,5,1,67,4,44.8,0.81,0.0543,133.27,0.000407444,1,0,0,0,0,,,,,3,0,0,1,0,,1,0,,0,0,0,3,,,,4,0,,0,4,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,5,2,67,4,19.6,0.49,0.0176,24.248,0.000725833,0,0,0,0,0,,,,,0,0,0,0,0,,1,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Westside,5,3,67,6,30.8,0.81,0.1809,193.098,0.00093683,0,0,0,0,0,,,,,1,0,0,0,0,,0,0,,0,0,2,1,,,,1,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,feb,Doran,1,1,79,3,7.15,0.39,0.0065,8.446,0.000769595,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,1,2,79,3,6.76,0.42,0.0067,10.99,0.000609645,0,0,0,0,0,,,,,0,0,0,0,0,,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,1,3,79,3,6.53,0.29,0.0072,5.734,0.001255668,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,2,1,87,5,41.7,0.59,0.1259,60.114,0.002094354,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,,1,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,2,2,87,4,18.41,0.35,0.1005,24.854,0.004043615,0,0,0,0,0,,,,,0,0,0,0,0,,0,1,,0,0,0,0,,,,0,0,,4,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,2,3,87,4,19.1,0.72,0.0294,56.092,0.000524139,0,0,0,0,0,,,,,0,0,0,2,0,,0,0,,0,0,0,0,,,,0,0,,2,1,2,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,3,1,206,4,8.98,0.38,0.0104,13.368,0.000777977,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,3,2,206,3,10.7,0.4,0.021,14.568,0.001441516,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,3,3,206,4,23.7,0.56,0.0393,52.398,0.000750029,0,0,1,0,0,,,,,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,4,1,26,4,9.81,0.34,0.0173,14.274,0.001211994,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,4,2,26,4,13.08,0.32,0.0358,22.28,0.001606822,0,0,0,0,0,,,,,0,0,0,0,0,,0,4,,0,0,0,0,,,,0,0,,5,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,4,3,26,4,10.41,0.36,0.0206,16.086,0.001280617,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,2,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,5,1,100,6,20.5,0.55,0.0416,47.038,0.000884391,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,0,0,0,1,,,,0,0,,4,0,0,0,,,,10,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
2014,feb,Doran,5,2,100,3,16.91,0.33,0.0178,18.606,0.000956681,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Doran,5,3,100,2,12.32,0.26,#VALUE!,9.242,#VALUE!,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,1,1,26,3,10.15,0.13,0.0017,5.618,0.000302599,0,0,0,0,0,,,,,0,0,0,3,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,1,2,26,3,8.63,0.29,0.0048,8.508,0.000564175,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,1,3,26,2,8.17,0.12,0.0032,3.122,0.001024984,0,0,0,0,0,,,,,0,0,0,4,0,,0,0,,0,0,0,0,,,,0,0,,8,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,2,1,113,2,4.5,0.28,0.0016,4.564,0.00035057,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,2,2,113,4,17.37,0.3,0.0076,22.142,0.000343239,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,5,0,0,0,,,,6,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,2,3,113,3,7.53,0.33,0.0014,9.382,0.000149222,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,3,1,118,3,10.84,0.41,0.0074,16.698,0.000443167,0,0,0,0,0,,,,,0,0,0,4,0,,0,0,,0,0,0,0,,,,0,0,,4,0,0,0,,,,6,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,3,2,118,2,11.5,0.22,0.0033,7.652,0.00043126,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,3,3,118,1,8.25,0.39,0.0023,7.494,0.000306912,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,4,1,70,4,17.3,0.36,0.0051,21.184,0.000240748,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,5,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,4,2,70,3,15.06,0.4,0.0078,24.54,0.000317848,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,0,0,1,0,,,,0,0,,13,0,1,0,,,,5,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,4,3,70,3,12.52,0.27,0.0039,10.974,0.000355385,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,1,0,0,0,,,,0,0,,8,0,0,0,,,,7,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,5,1,178,3,8.21,0.28,0.0011,8.506,0.00012932,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,5,2,178,3,6.2,0.4,0.0045,8.85,0.000508475,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,2,0,0,0,,,,11,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,feb,Westside,5,3,178,3,7.68,0.37,0.0019,9.556,0.000198828,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014,mar,Doran,1,1,1,3,10.84,0.32,0.0839,12.448,0.006740039,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,1,0,2,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2014,mar,Doran,1,2,1,7,26.1,0.55,0.1618,66.126,0.002446844,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,2,0,0,0,,,,0,0,,11,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,1,3,1,5,28.7,0.56,0.0356,72.942,0.000488059,0,0,4,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,,4,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,2,1,3,6,32.21,0.59,0.1734,92.014,0.001884496,2,0,5,0,0,,1,1,0,0,0,0,2,0,,0,3,,0,0,0,0,,,,0,0,,0,0,2,0,,,,5,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,2,2,3,5,24.75,0.48,0.3194,53.944,0.005920955,0,0,0,0,0,,0,1,0,0,2,0,2,0,,0,6,,0,0,0,0,,,,0,1,,9,0,4,0,,,,12,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,2,3,3,5,15.03,0.45,0.0409,21.738,0.001881498,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,3,1,29,7,24.69,0.48,0.0504,53.83,0.000936281,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,3,2,29,6,20.46,0.45,0.1667,38.232,0.004360222,3,0,0,0,0,,0,0,0,0,0,0,0,0,,0,5,,0,0,0,0,,,,0,0,,0,0,6,0,,,,4,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,3,3,29,5,15.45,0.4,0.0109,15.658,0.00069613,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,4,1,24,5,14.71,0.4,0.1301,24.352,0.005342477,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,1,0,0,,,,0,0,,2,0,1,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,4,2,24,6,12.72,0.3,0.0363,18.304,0.001983173,0,0,0,0,0,,0,0,0,0,0,0,2,0,,0,2,,1,0,0,0,,,,0,0,,1,0,4,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,4,3,24,3,11.7,0.22,0.0445,9.032,0.004926926,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,5,1,0,5,10.59,0.39,0.0707,21.98,0.003216561,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,,0,0,0,1,,,,0,0,,0,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,5,2,0,6,16.48,0.43,0.023,29.586,0.000777395,1,0,0,0,0,,0,0,0,0,0,0,2,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Doran,5,3,0,4,11.12,0.45,0.0331,19.882,0.001664822,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,1,1,81,5,12.68,0.27,0.3005,17.98,0.016713014,2,0,0,0,0,,0,0,0,0,0,0,0,0,,0,2,,0,0,0,3,,,,0,0,,3,0,1,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,1,2,81,5,22.8,0.43,0.1857,40.262,0.00461229,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,12,0,0,0,,,,5,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,1,3,81,5,23.87,0.38,0.0426,38.766,0.001098901,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,,,,1,0,,2,0,0,0,,,,3,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,2,1,52,4,25.48,0.46,0.078,44.488,0.001753282,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,26,0,0,0,,,,2,0,,2,1,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,2,2,52,5,27.21,0.66,0.1496,72.866,0.002053084,2,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,4,,,,0,0,,7,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,2,3,52,3,7.35,0.3,0.0191,8.428,0.002266255,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,,,,0,0,,3,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,3,1,191,5,20.8,0.39,0.0566,39.812,0.001421682,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,4,0,0,0,,,,10,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,3,2,191,4,18.65,0.35,0.1059,25.724,0.004116778,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,,0,0,0,1,,,,0,0,,6,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,3,3,191,4,23.55,0.38,0.0898,44.046,0.002038778,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,4,1,80,3,16.7,0.31,0.0547,19.564,0.002795952,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,1,0,,3,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,4,2,80,4,17.3,0.39,0.1037,28.626,0.003622581,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,4,3,80,4,10.54,0.33,0.0086,11.902,0.000722568,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,5,1,0,4,16.47,0.35,0.4749,24.49,0.019391588,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,5,2,0,5,16.72,0.36,0.0637,27.532,0.002313671,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,,5,0,0,0,,,,0,0,,3,0,0,0,,,,7,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,mar,Westside,5,3,0,3,10.27,0.32,0.0057,11.042,0.000516211,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,2,0,0,0,,,,0,0,,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,1,,,6,32.1,0.48,0.0784,72.088,0.00108756,0,0,0,0,0,,0,0,0,0,0,0,2,0,,0,2,,0,0,0,0,,,,0,0,,0,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,2,,,5,45.91,0.56,0.1315,75.196,0.001748763,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,,,,0,0,,8,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,3,,,4,42.82,0.54,0.1046,57.096,0.001832002,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,2,,1,0,0,0,,,,0,0,,7,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,4,,,4,24,0.33,0.0424,34.12,0.001242673,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,5,,,4,13.05,0.26,0.0049,9.138,0.000536222,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,6,,,3,7.45,0.23,0.0121,5.198,0.002327818,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,,,,0,0,,10,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,7,,,6,24.72,0.46,0.3925,70.518,0.005565955,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,1,,1,0,1,1,,,,0,0,,3,0,0,0,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,8,,,5,24.73,0.39,0.3846,31.54,0.012194039,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,5,,0,0,3,1,,,,0,0,,0,2,0,0,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,9,,,4,26.78,0.51,0.1586,53.46,0.002966704,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,,,,0,0,,7,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2014,apr,Doran,10,,,8,42.9,0.78,0.7455,99.358,0.00750317,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,4,,0,0,0,0,,,,0,0,,4,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,11,,,6,38.44,0.58,0.6187,43.496,0.014224296,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,7,,0,0,0,4,,,,0,0,,5,0,0,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,12,,,5,34.81,0.53,0.0492,34.956,0.001407484,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,3,0,0,0,,,,0,0,,2,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,13,,,4,59.47,0.64,0.1763,59.254,0.002975327,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,,,,0,0,,5,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,14,,,5,70.94,0.58,0.2788,59.916,0.004653181,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,3,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,apr,Doran,15,,,3,22.1,0.46,0.0615,31.188,0.001971912,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,,0,0,0,4,,,,0,0,,7,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
